Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
32102,1261,123.0,5092,123.0,17.0,182,64036560.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.998287228,0.062464317,21300000.0,36900000.0,64000000.0,36614.0,64000000.0,64000000.0,0.0,64000000.0,64000000.0,64000000.0,64000000.0,0.0,64000000.0,64000000.0,0.0,0.0,0.0,0.0,40.0,40.0,0.031232159,0.031232159,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,20.0,36807.0,0.0,36807.0,36807.0,64000000.0,0.0,64000000.0,64000000.0,BENIGN
69387,1264,49171.0,1599,88.0,6.0,182,856.0,9.0,4.0,656.0,3064.0,313.0,0.0,72.88888889,136.1538142,1532.0,0.0,766.0,884.5006124,4345794.393,15186.91589,71.33333333,181.1966954,643.0,0.0,856.0,107.0,227.7517445,665.0,0.0,752.0,250.6666667,427.2403695,744.0,3.0,0.0,0.0,0.0,0.0,204.0,104.0,10514.01869,4672.897196,0.0,1532.0,265.7142857,547.8425417,300131.4505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.1538462,72.88888889,766.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,656.0,4.0,3064.0,8192.0,2053.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69381,1264,49163.0,1599,88.0,6.0,182,92.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,326086.9565,54347.82609,23.0,32.08322511,69.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,23.66666667,39.2598183,69.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,10869.56522,43478.26087,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22249,1258,49448.0,2301,80.0,6.0,182,99343636.0,27.0,29.0,1614.0,44155.0,249.0,0.0,59.77777778,103.0766456,2981.0,0.0,1522.586207,628.7748017,460.7139606,0.563699923,1806247.927,13400000.0,99200000.0,2.0,99300000.0,3820909.077,19500000.0,99200000.0,32.0,120547.0,4305.25,7641.58672,19842.0,48.0,0.0,0.0,0.0,0.0,552.0,592.0,0.271783892,0.291916032,0.0,2981.0,802.9649123,865.2171066,748600.6416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,817.3035714,59.77777778,1522.586207,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1614.0,29.0,44155.0,8192.0,1114.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
20689,1257,59155.0,4846,465.0,6.0,182,6796816.0,17.0,24.0,1354.0,4574.0,362.0,0.0,79.64705882,84.28889397,1430.0,0.0,190.5833333,409.2062217,872.1730881,6.032236271,169920.4,515984.6236,3056629.0,3.0,6746762.0,421672.625,771959.9365,3056629.0,49458.0,6747411.0,293365.6957,676255.3873,3106064.0,3.0,0.0,0.0,0.0,0.0,352.0,492.0,2.501171137,3.531065134,0.0,1430.0,141.1428571,316.5320137,100192.5157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,144.5853659,79.64705882,190.5833333,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1354.0,24.0,4574.0,8192.0,176.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22514,1258,49449.0,2473,443.0,6.0,182,97222004.0,9.0,8.0,617.0,5359.0,249.0,0.0,68.55555556,100.43793,1460.0,0.0,669.875,617.0020693,61.46756654,0.174857535,6076375.25,24200000.0,96800000.0,4.0,97200000.0,12200000.0,34200000.0,96800000.0,383.0,334885.0,47840.71429,76205.94034,207081.0,47.0,0.0,0.0,0.0,0.0,192.0,172.0,0.092571636,0.082285899,0.0,1460.0,332.0,508.3809364,258451.1765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351.5294118,68.55555556,669.875,0.0,0.0,0.0,0.0,0.0,0.0,9.0,617.0,8.0,5359.0,8192.0,980.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
13869,1263,60761.0,1590,53.0,17.0,182,96036939.0,2.0,2.0,105.0,245.0,62.0,43.0,52.5,13.43502884,132.0,113.0,122.5,13.43502884,3.644431025,0.04165064,32000000.0,55300000.0,95900000.0,23331.0,96000000.0,96000000.0,0.0,96000000.0,96000000.0,95900000.0,95900000.0,0.0,95900000.0,95900000.0,0.0,0.0,0.0,0.0,52.0,40.0,0.02082532,0.02082532,43.0,132.0,78.6,41.36786192,1711.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.25,52.5,122.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105.0,2.0,245.0,-1.0,-1.0,1.0,20.0,100259.0,0.0,100259.0,100259.0,95900000.0,0.0,95900000.0,95900000.0,BENIGN
69877,1265,52836.0,1599,88.0,17.0,182,975.0,2.0,2.0,2944.0,674.0,1472.0,1472.0,1472.0,0.0,337.0,337.0,337.0,0.0,3710769.231,4102.564103,325.0,555.122509,966.0,4.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,2051.282051,2051.282051,337.0,1472.0,1018.0,621.6651028,386467.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1272.5,1472.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2944.0,2.0,674.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75626,1268,1028.0,1599,135.0,6.0,182,39.0,1.0,3.0,6.0,18.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,615384.6154,102564.1026,13.0,21.65640783,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.707106781,1.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,25641.02564,76923.07692,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,18.0,255.0,2052.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
79577,1268,62122.0,1599,53.0,17.0,182,171612.0,2.0,2.0,68.0,280.0,34.0,34.0,34.0,0.0,140.0,140.0,140.0,0.0,2027.830222,23.30839335,57204.0,99074.17222,171605.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,11.65419668,11.65419668,34.0,140.0,76.4,58.0585911,3370.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5,34.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,280.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75638,1268,1059.0,1599,389.0,6.0,183,517360.0,15.0,10.0,4844.0,3982.0,1660.0,0.0,322.9333333,568.0938638,1268.0,0.0,398.2,498.0389989,17059.68764,48.32225143,21556.66667,74031.28005,314861.0,3.0,517360.0,36954.28571,95351.5485,314861.0,3.0,7315.0,812.7777778,1346.033133,3749.0,3.0,0.0,0.0,0.0,0.0,324.0,224.0,28.99335086,19.32890057,0.0,1660.0,339.4615385,525.5263442,276177.9385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353.04,322.9333333,398.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4844.0,10.0,3982.0,8192.0,2050.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69845,1265,9622.0,1599,53.0,17.0,183,157.0,2.0,2.0,86.0,142.0,43.0,43.0,43.0,0.0,71.0,71.0,71.0,0.0,1452229.299,25477.70701,52.33333333,50.63924697,105.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,12738.8535,12738.8535,43.0,71.0,54.2,15.33623161,235.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.75,43.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,142.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69702,1265,48113.0,1599,53.0,17.0,183,165.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1345454.545,24242.42424,55.0,93.53074361,163.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,12121.21212,12121.21212,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69704,1265,48250.0,1599,53.0,17.0,183,155.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1032258.065,25806.45161,51.66666667,49.05439158,102.0,4.0,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,12903.22581,12903.22581,32.0,48.0,38.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
61390,1261,45539.0,1599,53.0,17.0,183,160.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1387500.0,25000.0,53.33333333,90.64399226,158.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,12500.0,12500.0,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
57856,1261,32794.0,1599,389.0,6.0,183,23993787.0,30.0,16.0,4216.0,5502.0,401.0,0.0,140.5333333,146.9449189,614.0,241.0,343.875,108.4514484,405.0215166,1.917162972,533195.2667,2496302.502,14900000.0,3.0,24000000.0,827371.9655,3088739.97,14900000.0,3.0,24000000.0,1596900.2,4225584.796,15000000.0,3.0,1.0,0.0,0.0,0.0,960.0,512.0,1.250323678,0.666839295,0.0,614.0,211.5744681,163.8056569,26832.29325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.173913,140.5333333,343.875,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4216.0,16.0,5502.0,865.0,2076.0,15.0,32.0,531188.0,694548.5648,1022308.0,40068.0,11400000.0,4901520.665,14900000.0,7979410.0,BENIGN
60816,1261,40064.0,1599,53.0,17.0,183,441.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,625850.3401,9070.294785,147.0,248.5497938,434.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,4535.147392,4535.147392,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
78650,1268,59009.0,1599,53.0,17.0,184,188.0,2.0,2.0,84.0,310.0,42.0,42.0,42.0,0.0,155.0,155.0,155.0,0.0,2095744.681,21276.59574,62.66666667,102.4808925,181.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,10638.29787,10638.29787,42.0,155.0,87.2,61.892649,3830.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,42.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,310.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22880,1258,49454.0,2681,80.0,6.0,184,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,256.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
87976,1268,1126.0,2216,443.0,6.0,184,217839.0,13.0,11.0,969.0,4486.0,377.0,0.0,74.53846154,110.4163449,1430.0,0.0,407.8181818,552.1820023,25041.42968,110.1731095,9471.26087,14169.70345,36817.0,0.0,217839.0,18153.25,18713.47456,47064.0,3.0,179484.0,17948.4,25845.0198,69345.0,3.0,0.0,0.0,0.0,0.0,272.0,232.0,59.67710098,50.49600852,0.0,1430.0,218.2,403.462617,162782.0833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,227.2916667,74.53846154,407.8181818,0.0,0.0,0.0,0.0,0.0,0.0,13.0,969.0,11.0,4486.0,8192.0,360.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
7811,1268,1122.0,1163,443.0,6.0,184,118692253.0,21.0,24.0,1564.0,6333.0,532.0,0.0,74.47619048,131.2968465,1430.0,0.0,263.875,456.1195793,66.5334072,0.379131737,2697551.205,12300000.0,58700000.0,0.0,119000000.0,5934612.65,18000000.0,58700000.0,21.0,119000000.0,5158946.043,16900000.0,58700000.0,0.0,0.0,0.0,0.0,0.0,456.0,492.0,0.176928144,0.202203593,0.0,1430.0,171.673913,351.5586282,123593.4691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,175.4888889,74.47619048,263.875,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1564.0,24.0,6333.0,8192.0,368.0,18.0,20.0,628328.5,495263.9535,978533.0,278124.0,58600000.0,155889.4681,58700000.0,58500000.0,BENIGN
14424,1263,61316.0,1590,53.0,17.0,184,93352.0,1.0,1.0,41.0,133.0,41.0,41.0,41.0,0.0,133.0,133.0,133.0,0.0,1863.912932,21.42428657,93352.0,0.0,93352.0,93352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.71214329,10.71214329,41.0,133.0,71.66666667,53.11622477,2821.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.5,41.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,133.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
77486,1268,55162.0,1599,53.0,17.0,184,181.0,2.0,2.0,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,1104972.376,22099.44751,60.33333333,64.39202849,130.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,11049.72376,11049.72376,42.0,58.0,48.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.5,42.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,116.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
